,Nombre,Codigo,Almacenamiento,Procesador,Memoria Ram,Precio,Fecha
1669,Notebook HP 15-da1094la,18K57LA,Disco duro SATA de 500 GB y 5400 rpm,"Intel® Pentium® Gold 5405U (frecuencia base de 2,3 GHz, 2 MB de caché y 2 núcleos)",4 GB de RAM DDR4-2133 MHz (1 x 4 GB),Precio no especificado,2021-09-18
1670,Notebook HP 15-da0083la,9UV28LA,Disco duro SATA de 1 TB y 5400 RPM,"Intel® Pentium® Silver N5000 (frecuencia base de 1,1 GHz, frecuencia de ráfaga de hasta 2,7 GHz, 4 MB de caché L2 y 4 núcleos)",8 GB de RAM DDR4-2400 MHz (1 x 8 GB),Precio no especificado,2021-09-18
1671,Notebook HP 240 G7,151D9LT,SATA de 1 TB y 5400 rpm,"Procesador Intel® Core™ i5-1035G1 con gráficos Intel® UHD (frecuencia base de 1 GHz, hasta 3,6 GHz con tecnología Intel® Turbo Boost, 6 MB de caché y 4 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-18
1672,Notebook HP Pavilion 13-an1016la,2B111LA,Unidad de estado sólido PCIe® NVMe™ M.2 de 256 GB,"Intel® Core™ i7-1065G7 (frecuencia base de 1,3 GHz, hasta 3,9 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de RAM DDR4-2400 MHz (integrada),Precio no especificado,2021-09-18
1673,Notebook HP 240 G7 (27R70LT),27R70LT,Disco duro SATA de 500 GB y 5400 rpm,"Intel® Celeron® N4100 con gráficos Intel® UHD 600 (frecuencia base de 1,1 GHz, frecuencia de ráfaga de hasta 2,4 GHz, 4 MB de caché y 4 núcleos)",4 GB de SDRAM DDR4-2400 (1 x 4 GB),Precio no especificado,2021-09-18
1674,Notebook HP 240 G7,151D5LT,SATA de 1 TB y 5400 rpm,"Intel® Core™ i3-1005G1 (frecuencia base de 1,2 GHz, hasta 3,4 GHz con tecnología Intel® Turbo Boost, 4 MB de caché L3 y 2 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-18
1675,Notebook HP Pavilion Gaming 16-a0001la,165G0LA,Unidad de estado sólido Intel® de 512 GB,"Intel® Core™ i5-10300H (frecuencia base de 2,5 GHz, hasta 4,5 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de SDRAM DDR4-2933 (1 x 8 GB),Precio no especificado,2021-09-18
1676,Notebook OMEN 15-ek0010la,15F21LA,Unidad de estado sólido Intel® de 512 GB,"Intel® Core™ i5-10300H (frecuencia base de 2,5 GHz, hasta 4,5 GHz con tecnología Intel® Turbo Boost, 8 MB de caché L3 y 4 núcleos)",8 GB de SDRAM DDR4-2933 (1 x 8 GB),Precio no especificado,2021-09-18
1677,Notebook HP 250 G7,153B5LT,SATA de 1 TB y 5400 rpm,"Procesador Intel® Core™ i3-1005G1 con gráficos Intel® UHD (frecuencia base de 1,2 GHz, hasta 3,4 GHz con tecnología Intel® Turbo Boost, 4 MB de caché y 2 núcleos)",4 GB de RAM DDR4-2666 MHz (1 x 4 GB),Precio no especificado,2021-09-18
1678,Notebook HP ENVY 15-ep0002la,2B132LA,Unidad de estado sólido Intel® de 512 GB,"Intel® Core™ i7-10750H (frecuencia base de 2,6 GHz, hasta 5,0 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 6 núcleos)",16 GB de SDRAM DDR4-2933 (2 x 8 GB),Precio no especificado,2021-09-18
1679,Notebook HP ENVY 15-ep0001la,2B131LA,Unidad de estado sólido Intel® de 512 GB,"Intel® Core™ i7-10750H (frecuencia base de 2,6 GHz, hasta 5,0 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3 y 6 núcleos)",16 GB de SDRAM DDR4-2933 (2 x 8 GB),Precio no especificado,2021-09-18
1680,"HP LAPTOP 15-EF1018LA / AMD RYZEN™ 5 / 8GB RAM / 256GB SSD / AMD RADEON GRAPHICS / 15.6""",2000383107424,256 GB SSD,AMD Ryzen™ 5,8 GB,529990,2021-09-18
1681,"ASUS TUF GAMING F15 FX506LH / INTEL® CORE™ I5 / 8GB RAM / 512GB SSD / NVIDIA GEFORCE GTX 1650 / 15.6"" FHD",2000385135579,512 GB SSD,Intel Core i5,8 GB,799990,2021-09-18
1682,HP PAVILION X360 CONVERTIBLE 14-DY0501LA / INTEL® CORE™ I3 / 8GB RAM / 256GB SSD / INTEL UHD GRAPHICS / 14'',2000385847649,256 GB SSD,Intel Core i3,8 GB,609990,2021-09-18
1683,"ASUS LAPTOP E410MA-EK746T / INTEL® CELERON® / 4GB RAM / 64GB EMMC / INTEL UHD GRAPHICS 600 / 14"" FHD",2000385135562,64 GB eMMC,Intel Celeron,4 GB,279990,2021-09-18
1684,HP LAPTOP 14-DQ2026LA / INTEL® CORE™ I3 / 20GB MEMORIA (16GB INTEL OPTANE+4GB RAM) / 256GB SSD / INTEL UHD GRAPHICS /14'' FHD,2000385847632,256 GB SSD,Intel Core i3,4 GB,459990,2021-09-18
1685,"HP PAVILION GAMING LAPTOP 15-EC1026LA / AMD RYZEN™ 5 / 8GB RAM / 256GB SSD / NVIDIA GEFORCE GTX 1650 / 15.6""",2000379735440,256 GB SSD,AMD Ryzen™ 5,8 GB,699990,2021-09-18
1686,"ASUS ZENBOOK 14 UM425 / AMD RYZEN™ 7 / 8GB RAM / 512GB SSD / AMD RADEON 7 / 14"" FHD",2000385400394,512 GB SSD,AMD Ryzen™ 7,8 GB,749990,2021-09-18
1687,"ASUS E410MA-EK1016T / INTEL® CELERON® / 4GB RAM / 64GB EMMC / INTEL UHD GRAPHICS 600 / 14"" FHD",2000385400387,64 GB eMMC,Intel Celeron,4 GB,279990,2021-09-18
1688,"ACER NITRO 5 / INTEL® CORE™ I5 / 16GB RAM / 512GB SSD / NVIDIA GEFORCE GTX 1650 / 15.6"" FHD",2000383871721,512 GB SSD,Intel Core i5,16 GB,859990,2021-09-18
1689,ACER C733 / INTEL® CELERON® / 4GB RAM / 32GB EMMC / INTEL UHD GRAPHICS / 11.6'',2000385850595,32 GB EMMC,Intel Celeron,4 GB,219990,2021-09-18
1690,HP 348 G7 / INTEL® CORE™ I5 / 8GB RAM / 256GB SSD / 14'',2000385887492,256 GB SSD,Intel Core i5,8 GB,579990,2021-09-18
1691,ASUS TUF GAMING A15 FA506Q / AMD RYZEN™ 7 / 16GB RAM / 512GB SSD / NVIDIA GEFORCE RTX 3060 / 15.6'' FHD,2000383797526,512 GB SSD,AMD Ryzen™ 7,16 GB,1249990,2021-09-18
1692,LENOVO LEGION 5 / AMD RYZEN™ 5 / 8GB RAM / 512GB SSD / NVIDIA GEFORCE RTX 3060 / 15.6'' FHD,2000385918295,512 GB SSD,AMD Ryzen™ 5,8 GB,1239990,2021-09-18
1693,"MACBOOK AIR M1 / GPU 7C / 8GB RAM / 256GB SSD / 13.3""",2000383032436,256 GB SSD,Procesador no especificado,8 GB,979990,2021-09-18
1694,"ASUS ZENBOOK 14 UM425UA-AM227T / AMD RYZEN™ 7 / 8GB RAM / 512GB SSD / AMD RADEON R7 GRAPHICS / 14"" FHD",2000385050117,512 GB SSD,AMD Ryzen™ 7,8 GB,749990,2021-09-18
1695,ASUS X515EA-BQ968T / INTEL® CORE™ I3 / 4GB RAM / 128GB SSD / INTEL UHD GRAPHICS / 15.6'' FHD,2000385588825,128 GB SSD,Intel Core i3,4 GB,409990,2021-09-18
1696,"LENOVO YOGA C740 / INTEL® CORE™ I5 / 8GB RAM / 256GB SSD / 15.6"" FHD",2000385146407,256 GB SSD,Intel Core i5,8 GB,709990,2021-09-18
1697,LENOVO YOGA SLIM 9I / INTEL® CORE™ I7 / 16GB RAM / 1TB SSD / INTEL IRIS XE / 14” 4K,2000382285017,1 TB SSD,Intel Core i7,16 GB,1599990,2021-09-18
1698,"HP PAVILION GAMING LAPTOP 15-DK1044LA / INTEL® CORE™ I5 / 8GB RAM / 512GB SSD / NVIDIA GEFORCE GTX 1660 TI / 15.6"" FHD",2000383803388,512 GB SSD,Intel Core i5,8 GB,799990,2021-09-18
1699,"LENOVO LEGION 5 / AMD RYZEN™ 5 / 8GB RAM / 512GB SSD / NVIDIA GEFORCE GTX 1650 / 15.6""",2000380705449,512 GB SSD,AMD Ryzen™ 5,8 GB,829990,2021-09-18
1700,"LENOVO IDEAPAD S540 / INTEL® CORE™ I5 / 8GB RAM / 512GB SSD / 13.3"" QHD",2000382321111,512 GB SSD,Intel Core i5,8 GB,799990,2021-09-18
1701,DELL INSPIRON 15 3505 / AMD RYZEN™ 7 / 8GB RAM / 512GB SSD / AMD RADEON RX VEGA 10 / 15.6” FHD,2000381884198,512 GB SSD,AMD Ryzen™ 7,8 GB,699990,2021-09-18
1702,"ASUS ROG ZEPHYRUS G14 GA401QC / AMD RYZEN™ 7 / 16GB RAM / 512GB SSD / NVIDIA® GEFORCE RTX™ 3050 / 14"" FHD",2000384495025,512 GB SSD,AMD Ryzen™ 7,16 GB,1149990,2021-09-18
1703,"LENOVO IDEAPAD S340 / INTEL® CORE™ I7 / 8GB RAM / 512GB SSD / INTEL IRIS PLUS GRAPHICS / 14"" HD",2000378434023P,512 GB SSD,Intel Core i7,8 GB,679990,2021-09-18
1704,"HP PAVILION LAPTOP 13-BB0004LA / INTEL® CORE™ I7 / 8GB RAM / 256GB SSD / INTEL IRIS XE / 13.3"" FHD",2000385161783,256 GB SSD,Intel Core i7,8 GB,799990,2021-09-18
1705,"ACER ASPIRE 3 / AMD ATHLON™ / 12GB RAM / 256GB SSD / AMD RADEON GRAPHICS / 14"" FHD",2000385401100,256 GB SSD,AMD Athlon,12 GB,449990,2021-09-18
1706,"HP 348 G7 / INTEL® CORE™ I3 / 4GB RAM / 1TB / INTEL UHD GRAPHICS / 14""",2000384496824,1 TB,Intel Core i3,4 GB,399990,2021-09-18
1707,"HP CHROMEBOOK 11A G8 EE / AMD A4 / 4GB RAM / 32GB EMMC / AMD RADEON R4 / 11.6""",2000385160687,32 GB EMMC,AMD Serie A,4 GB,229990,2021-09-18
1708,LENOVO YOGA 9I / INTEL® CORE™ I5 / 16GB RAM / 1TB SSD / INTEL IRIS XE / 14” 4K,2000382285000,1 TB SSD,Intel Core i5,16 GB,1299990,2021-09-18
1709,LENOVO IDEAPAD 5 PRO / AMD RYZEN™ 7 / 16GB RAM / 1TB SSD / NVIDIA GEFORCE GTX 1650 / 16'' WQXGA,2000385925286,1 TB SSD,AMD Ryzen™ 7,16 GB,1099990,2021-09-18
1710,HP LAPTOP 14-CF2051LA / INTEL® CORE™ I3 / 20GB MEMORIA (16GB INTEL OPTANE + 4GB RAM) / 256GB SSD / INTEL UHD GRAPHICS / 14'',2000385777335,256 GB SSD,Intel Core i3,4 GB,549990,2021-09-18
1711,"ASUS X415EA / INTEL® CORE™ I7 / 8GB RAM / 512GB SSD / INTEL UHD GRAPHICS / 14"" FHD",2000382093698,512 GB SSD,Intel Core i7,8 GB,719990,2021-09-18
1712,"ACER SPIN 3 / INTEL® CORE™ I5 / 8GB RAM / 256GB SSD / INTEL IRIS XE / 13.3""",2000384580967,256 GB SSD,Intel Core i5,8 GB,819990,2021-09-18
1713,"ACER ASPIRE 5 / INTEL® CORE™ I3 / 12GB RAM / 512GB SSD / INTEL UHD GRAPHICS / 15.6"" FHD",2000384580950,512 GB SSD,Intel Core i3,12 GB,589990,2021-09-18
1714,ASUS ZENBOOK 13 OLED UX325EA / INTEL® CORE™ I7 / 16GB RAM / 512GB SSD / INTEL IRIS XE / 13.3'' FHD,2000383567761,512 GB SSD,Intel Core i7,16 GB,949990,2021-09-18
1715,"LENOVO IDEAPAD S340 / INTEL® CORE™ I5 / 4GB RAM / 256GB SSD / 14""",2000379795482,256 GB SSD,Intel Core i5,4 GB,499990,2021-09-18
1716,LENOVO IDEAPAD 1 14ADA05 / AMD 3020E / 4GB RAM / 64GB EMMC / AMD RADEON GRAPHICS / 14'',2000385605430,64 GB eMMC,Procesador no especificado,4 GB,289990,2021-09-18
1717,"DELL INSPIRON 15 3501 / INTEL® CORE™ I7 / 8GB RAM / 256GB SSD / INTEL IRIS XE / 15.6"" FHD",2000385223849,256 GB SSD,Intel Core i7,8 GB,719990,2021-09-18
1718,"HP PAVILION X360 CONVERTIBLE 14-DY0002LA / INTEL® PENTIUM™GOLD / 4GB RAM / 256GB SSD / INTEL UHD GRAPHICS / 14""",2000383803371,256 GB SSD,Intel Pentium,4 GB,489990,2021-09-18
1719,ACER SPIN 3 / AMD RYZEN™ 3 / 4GB RAM / 256GB SSD / AMD RADEON GRAPHICS / 14'' FHD,2000385472667,256 GB SSD,AMD Ryzen™ 3,4 GB,509990,2021-09-18
1720,"ASUS ZENBOOK 13 UM325SA / AMD RYZEN™ 5 / 8GB RAM / 512GB SSD / AMD RADEON GRAPHICS / 13.3"" OLED",2000384495032,512 GB SSD,AMD Ryzen™ 5,8 GB,719990,2021-09-18
1721,DELL INSPIRON 5310 / INTEL® CORE™ I5 / 8GB RAM / 256GB SSD / INTEL IRIS XE / 13.3'' FHD+,2000385545347,256 GB SSD,Intel Core i5,8 GB,779990,2021-09-18
1722,DELL INSPIRON 5415 / AMD RYZEN™ 5 / 8GB RAM / 512GB SSD / AMD RADEON GRAPHICS / 14'' FHD,2000385545354,512 GB SSD,AMD Ryzen™ 5,8 GB,699990,2021-09-18
1723,ACER ASPIRE 3 / AMD RYZEN™ 3 / 12GB RAM / 256GB SSD / AMD RADEON GRAPHICS / 14'' FHD,2000385749783,256 GB SSD,AMD Ryzen™ 3,12 GB,539990,2021-09-18
1724,"HP ZBOOK FIREFLY 14 G7 / INTEL® CORE™ I5 / 16GB RAM / 512GB SSD / NVIDIA QUADRO P520 / 14""",2000381517553,512 GB SSD,Intel Core i5,16 GB,1349990,2021-09-18
1725,ACER NITRO 5 / INTEL® CORE™ I7 / 16GB RAM / 512GB SSD / NVIDIA GEFORCE RTX 3050TI / 17.3'' FHD,2000385924098,512 GB SSD,Intel Core i7,16 GB,1349990,2021-09-18
1726,ACER ASPIRE 3 / AMD RYZEN™ 3 / 12GB RAM / 256GB SSD / AMD RADEON GRAPHICS / 14'' FHD,2000385749783,256 GB SSD,AMD Ryzen™ 3,12 GB,539990,2021-09-18
1727,"HP ZBOOK FIREFLY 14 G7 / INTEL® CORE™ I5 / 16GB RAM / 512GB SSD / NVIDIA QUADRO P520 / 14""",2000381517553,512 GB SSD,Intel Core i5,16 GB,1349990,2021-09-18
1728,ACER NITRO 5 / INTEL® CORE™ I7 / 16GB RAM / 512GB SSD / NVIDIA GEFORCE RTX 3050TI / 17.3'' FHD,2000385924098,512 GB SSD,Intel Core i7,16 GB,1349990,2021-09-18
1729,"LENOVO IDEAPAD 5 PRO / INTEL® CORE™ I7 / 16GB RAM / 1TB SSD / NVIDIA GEFORCE MX450 / 16"" WQXGA",2000385116028,1 TB SSD,Intel Core i7,16 GB,1119990,2021-09-18
1730,HP PAVILION LAPTOP 15-EH0011LA / AMD RYZEN™ 7 / 16GB RAM / 512GB SSD / AMD RADEON GRAPHICS / 15.6'' FHD,2000385847687,512 GB SSD,AMD Ryzen™ 7,16 GB,819990,2021-09-18
1731,HUAWEI MATEBOOK D14 / INTEL® CORE™ I5 / 8GB RAM / 512GB SSD / INTEL UHD 620 / 14'',2000384564219,512 GB SSD,Intel Core i5,8 GB,679990,2021-09-18
1732,ASUS TUF GAMING F15 FX506LH / INTEL® CORE™ I5 / 8GB RAM / 512GB SSD / NVIDIA GEFORCE GTX 1650 / 15.6'' FHD,2000385900122,512 GB SSD,Intel Core i5,8 GB,779990,2021-09-18
1733,HP ZBOOK FIREFLY 14 G8 / INTEL® CORE™ I7 / 16GB RAM / 512GB SSD / NVIDIA T500 / 14'' FHD,2000385264774,512 GB SSD,Intel Core i7,16 GB,1399990,2021-09-18
1734,HP PAVILION GAMING LAPTOP - 15-EC1029LA / AMD RYZEN™ 7 / 12GB RAM / 512GB SSD / NVIDIA GEFORCE GTX 1650 TI / 15.6'' FHD,2000385847663,512 GB SSD,AMD Ryzen™ 7,12 GB,999990,2021-09-18
1735,HP PAVILION AERO LAPTOP 13-BE0501LA / AMD RYZEN™ 5 / 8GB RAM / 512GB SSD / AMD RADEON GRAPHICS / 13.3'',2000385847625,512 GB SSD,AMD Ryzen™ 5,8 GB,829990,2021-09-18
1736,LENOVO LEGION 5 / AMD RYZEN™ 7 / 16GB RAM / 1TB + 128GB SSD / NVIDIA GEFORCE RTX 2060 / 15.6'' FHD,2000385768548,1 TB + 128 GB SSD,AMD Ryzen™ 7,16 GB,1099990,2021-09-18
1737,HP PAVILION LAPTOP 15-EH0010LA / AMD RYZEN™ 7 / 8GB RAM / 512GB SSD / AMD RADEON GRAPHICS / 15.6'' FHD,2000385847670,512 GB SSD,AMD Ryzen™ 7,8 GB,729990,2021-09-18
1738,"HP 15-DK1028LA / INTEL® CORE™ I5 / 24GB MEMORIA (16GB INTEL® OPTANE + 8GB RAM)/256GB SSD/NVIDIA GEFORCE GTX 1050/15.6"" FHD",2000383487335,256 GB SSD,Intel Core i5,8 GB,799990,2021-09-18
1739,HUAWEI MATEBOOK X / INTEL® CORE™ I5 / 16GB RAM / 512GB SSD / INTEL UHD GRAPHICS / 13'',2000383668956,512 GB SSD,Intel Core i5,16 GB,1069990,2021-09-18
1740,"DELL INSPIRON 14 7415 / AMD RYZEN™ 7 / 16GB RAM / 512GB SSD / AMD RADEON GRAPHICS / 14"" FHD",2000385223856,512 GB SSD,AMD Ryzen™ 7,16 GB,919990,2021-09-18
1741,"MACBOOK AIR M1 / GPU 7C / 8GB RAM / 256GB SSD / 13.3""",2000383032429,256 GB SSD,Procesador no especificado,8 GB,979990,2021-09-18
1742,HUAWEI MATEBOOK X PRO / INTEL® CORE™ I7 / 16GB RAM / 1TB SSD / INTEL IRIS XE / 13.9'',2000383668970,1 TB SSD,Intel Core i7,16 GB,1499990,2021-09-18
1743,"ACER NITRO 5 / INTEL® CORE™ I5 / 12GB RAM / 512GB SSD / NVIDIA GEFORCE GTX 1650 / 15.6""",2000380458338,512 GB SSD,Intel Core i5,12 GB,899990,2021-09-18
1744,"ACER NITRO 5 AN515 / INTEL® CORE™ I5 / 12GB RAM / 1TB + 128GB SSD / NVIDIA GEFORCE GTX 1650 / 15.6""",2000380207530,1 TB + 128 GB SSD,Intel Core i5,12 GB,829990,2021-09-18
1745,MACBOOK PRO M1 / GPU 8C / 8GB RAM / 512GB SSD / 13.3”,2000383032504,512 GB SSD,Procesador no especificado,8 GB,1449990,2021-09-18
1746,"LENOVO LEGION 7I / INTEL® CORE™ I7 / 32GB RAM / 1TB SSD / NVIDIA GEFORCE RTX 2080 / 15.6"" FHD",2000379361793,1 TB SSD,Intel Core i7,32 GB,2399990,2021-09-18
1747,"HP ZBOOK FIREFLY 15 G8 / INTEL® CORE™ I7 / 16GB RAM / 512GB SSD / NVIDIA T500 / 15.6"" FHD",2000383568782,512 GB SSD,Intel Core i7,16 GB,1299990,2021-09-18
1748,"MSI MODERN 14 B10MW / INTEL® CORE™ I5 / 8GB RAM / 256GB SSD / INTEL UHD GRAPHICS 620 / 14"" FHD",2000381301718,256 GB SSD,Intel Core i5,8 GB,749990,2021-09-18
1749,"MACBOOK PRO RETINA TBAR / INTEL® CORE™ I5 / 16GB RAM / 1TB SSD / INTEL IRIS PLUS / 13.3""",2000379236244P,1 TB SSD,Intel Core i5,16 GB,1999990,2021-09-18
1750,"MACBOOK PRO T.BAR MWP52CI/A / INTEL® CORE™ I5 / 16GB RAM / 1TB SSD / INTEL IRIS PLUS / 13.3""",2000380358676,1 TB SSD,Intel Core i5,16 GB,1999990,2021-09-18
1751,"MACBOOK AIR M1 / GPU 8C / 8GB RAM / 512GB SSD / 13.3""",2000383032450,512 GB SSD,Procesador no especificado,8 GB,1199990,2021-09-18
1752,"LENOVO LEGION 5I / INTEL® CORE™ I7 / 8GB RAM / 1TB + 128GB SSD / NVIDIA GEFORCE GTX 1660 TI / 15.6"" FHD",2000379795598,1 TB + 128 GB SSD,Intel Core i7,8 GB,1169990,2021-09-18
1753,"MACBOOK AIR RETINA MVH22CI/A / INTEL® CORE™ I5 / 8GB RAM / 512GB SSD / 13.3""",2000380358638,512 GB SSD,Intel Core i5,8 GB,1399990,2021-09-18
1754,"MACBOOK AIR M1 / GPU 8C / 8GB RAM / 512GB SSD / 13.3""",2000383032467,512 GB SSD,Procesador no especificado,8 GB,1199990,2021-09-18
1755,"MACBOOK PRO M1 / GPU 8C / 8GB RAM / 256GB SSD / 13.3""",2000383032481,256 GB SSD,Procesador no especificado,8 GB,1249990,2021-09-18
1756,"MACBOOK PRO T.BAR MWP42CI/A / INTEL® CORE™ I5 / 16GB RAM / 512GB SSD / INTEL IRIS PLUS / 13.3""",2000380358683,512 GB SSD,Intel Core i5,16 GB,2299990,2021-09-18
1757,HP PAVILION GAMING 16-A0004LA / INTEL® CORE™ I7 / 12GB RAM / 512GB SSD / NVIDIA GEFORCE RTX 2060 + SILLA GAMING HP OMEN,3000000008055,512 GB SSD,Intel Core i7,12 GB,1599990,2021-09-18
1758,"LENOVO LEGION 7I / INTEL® CORE™ I7 / 16GB RAM / 512GB SSD / NVIDIA GEFORCE RTX 2070 / 15.6"" FHD",2000379361786,512 GB SSD,Intel Core i7,16 GB,1779990,2021-09-18
1759,DELL VOSTRO 14 5402 / INTEL® CORE™ I7 / 8GB RAM / 256GB SSD / INTEL IRIS XE / 14” FHD,2000381884167,256 GB SSD,Intel Core i7,8 GB,869990,2021-09-18
1760,"HP 240 G7 / INTEL® CELERON® / 4GB RAM / 500GB / INTEL UHD GRAPHICS 600 / 14""",2000380555501,500 GB,Intel Celeron,4 GB,299990,2021-09-18
1761,NOTEBOOK LENOVO THINKPAD T440P 14' INTEL CORE I7 8GB 256GB SSD WIN10 REACONDICIONADO GRADO A,MPM00028110936,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,529000,2021-09-18
1762,"HP NOTEBOOK PAVILION GAMING / AMD RYZEN™ 5 / 8GB RAM / 256GB SSD / NVIDIA® GEFORCE® GTX 1650 /15,6'",MPM00026886020,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,749990,2021-09-18
1763,HP STREAM 14,2189166,64 GB,Intel Celeron,4 GB,299900,2021-09-18
1764,"NOTEBOOK LENOVO V14-IIL I5-1035G1, 4GB RAM, 256GB SSD, 14' HD, W10H",MPM00011268588,256 GB,Intel Core i5,4 GB,599990,2021-09-18
1765,NOTEBOOK HP PROBOOK 650 G2 15.6” INTEL CORE I5 8GB 256GB SSD WEBCAM WINDOWS 10 PRO REACONDICIONADO GRADO A,MPM00021063628,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,599000,2021-09-18
1766,"NOTEBOOK HP 250 G7 I3-1005G1, 4GB,1TB, 15.6, SIN SISTEMA OPERATIVO",MPM00021006923,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,399990,2021-09-18
1767,NOTEBOOK HP PAVILION GAMING 16-A0004LA INTEL® CORE™ I7/12GB/ 512GB SSD PCIE/ 16',MPM00023808336,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,1499990,2021-09-18
1768,NOTEBOOK HP 240 G7 CELERON N4020 8GB 500GB WIN10PRO,2152962,500 GB,Intel Celeron,8 GB,499900,2021-09-18
1769,NOTEBOOK HP 240 G7 CELERON N4020 4GB 500GB WIN10PRO,2152968,500 GB,Intel Celeron,4 GB,459900,2021-09-18
1770,NOTEBOOK HP 245 G7 RYZEN 5-3500 8GB 256GB WIN10P,2152964,256 GB,AMD Ryzen,8 GB,669900,2021-09-18
1771,NOTEBOOK HP 240 G7 CELERON N4020 4GB 500GB WIN10HOME,2174522,500 GB,Intel Celeron,4 GB,449900,2021-09-18
1772,NOTEBOOK DELL VOSTRO 3400 I3-1120G4 8GB 1TB W10PRO 14´´,2174523,1 TB,Intel Core i3,8 GB,599990,2021-09-18
1773,HP PROBOOK 445 G7 AMD RYZEN 7-4700U 8GB 256GB W10PRO,2174525,256 GB,AMD Ryzen,8 GB,834900,2021-09-18
1774,NOTEBOOK DELL LATITUDE 3410 I5-10210U 8GB 1TB W10PRO,2174524,1 TB,Intel Core i5,8 GB,749900,2021-09-18
1775,NOTEBOOK DELL LATITUDE 7480 14' CORE I5 - REACONDICIONADO,MPM00024724458,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,539990,2021-09-18
1776,NOTEBOOK / LENOVO / THINKBOOK 13S GEN 2 / INTEL CORE I5 11VA GEN / 16GB RAM / 256GB SSD / WQXGA / 13'''' | GRIS,2189012,256 GB SSD,Intel Core i5,16 GB,1019990,2021-09-18
1777,NOTEBOOK / LENOVO / THINKPAD X1 FOLD / INTEL CORE I5 NON-VPRO / 8GB RAM / 512GB SSD / QXGA / 13'',2189014,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,3319990,2021-09-18
1778,"NOTEBOOK BMAX CONVERTIBLE Y11 INTEL CELERON N4120, 8GB, 256GB SSD, WIN10,11.6' | BMAX",2194339,256 GB,Intel Celeron,8 GB,369990,2021-09-18
1779,"NOTEBOOK LENOVO V14 ADA, RYZEN 3 3250U, RAM 4GB, 1TB, W10H, 14.",2194343,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,439990,2021-09-18
1780,"NOTEBOOK DELL LATITUDE 3400 INTEL CORE I7 8565U,16 GB DDR4, 256 GB SSD, NVIDIA GEFORCE MX130, 14, W10P",MPM00024811528,256 GB SSD,Intel Core i7,16 GB,889990,2021-09-18
1781,ELITEBOOK HP CHROMEBOOK REACONDICIONADO 14A-NA0031WM/,2200259,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,299990,2021-09-18
1782,"NOTEBOOK ASUS E410MA BV037T INTEL CELERON N4020 14¿ – 4GB, 64GB EMMC",2205056,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,399990,2021-09-18
1783,NOTEBOOK HP 14-CF2087LA INTEL CELERON N4020 14¿ 4GB 128GB SSD,MPM00025227184,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,377990,2021-09-18
1784,NOTEBOOK DYNABOOK TECRA A30-G INTEL CELERON 5205U/ RAM 4GB/ 128GB SSD/ 13.3'/ W10P,2202233,128 GB,Intel Celeron,4 GB,339990,2021-09-18
1785,"NOTEBOOK DYNABOOK TECRA A40 G1400, INTEL CELERON 5205U/ 4GB RAM/ 128GB SSD/ 14'/ W10P",2202614,128 GB,Intel Celeron,4 GB,339990,2021-09-18
1786,"NOTEBOOK HP ELITEBOOK X360 1030 G2 13.3', CORE I5, 8GB RAM, 512GB SSD - REACONDICIONADO",MPM00027346104,512 GB SSD,Intel Core i5,8 GB,499990,2021-09-18
1787,"NOTEBOOK DELL VOSTRO 3401, I3 1005G1, RAM 4GB, 1TB HDD, 14 HD, SIN SISTEMA OPERATIVO",2267378,1 TB,Intel Core i3,4 GB,427990,2021-09-18
1788,HP 15-DA3016CY /I5 -1035G1 /2TB/ 16 GB / REACONDICIONADO,2321130,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,649990,2021-09-18
1789,"NOTEBOOK DELL VOSTRO 3400, I3 1115G4, RAM 4GB, HDD 1 TB, SIN SISTEMA OPERATIVO. 14",2325428,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,439990,2021-09-18
1790,NOTEBOOK DELL 13.3' HD CORE I3 8GB RAM - REACONDICIONADO,MPM00024726970,128 GB SSD,Intel Core i3,8 GB,499990,2021-09-18
1791,HP 15-DY1971CL/INTEL I7-1065G/256 GB/8GB RAM/REACONDICIONADO,2333987,Almacenamiento no especificado,Procesador no especificado,Memoria Ram no especificada,699990,2021-09-18
