,Codigo,Memoria Ram,Fecha,Precio,Almacenamiento,Nombre,Modelo,Procesador
551,2000380454637,8GB,2021-09-30,729990,512 GB SSD,"LENOVO IDEAPAD GAMING 3 / AMD RYZEN™ 5 / 8GB RAM / 512GB SSD / NVIDIA GEFORCE GTX 1650 / 15.6""",Ideapad Gaming 3,AMD Ryzen™ 5
552,2000386953462P,8GB,2021-09-30,749990,512 GB SSD,LENOVO IDEAPAD 5 15ALC05 / AMD RYZEN™ 7 / 8GB RAM / 512GB SSD / AMD RADEON GRAPHICS / 15.6'' FHD,Ideapad 5,AMD Ryzen™ 7
553,2000387011512P,8GB,2021-09-30,999990,512 GB SSD,HP PAVILION X360 CONVERTIBLE 15-ER0521LA / INTEL® CORE™ I5 / 8GB RAM / 512GB SSD / INTEL IRIS XE / 15.6'' FHD,PAVILION X360 CONVERTIBLE 15-ER0521LA,Intel Core i5
554,2000383567761,16GB,2021-09-30,949990,512 GB SSD,ASUS ZENBOOK 13 OLED UX325EA / INTEL® CORE™ I7 / 16GB RAM / 512GB SSD / INTEL IRIS XE / 13.3'' FHD,ZENBOOK 13 OLED UX325EA,Intel Core i7
555,2000385605430,4GB,2021-09-30,299990,64 GB eMMC,LENOVO IDEAPAD 1 14ADA05 / AMD 3020E / 4GB RAM / 64GB EMMC / AMD RADEON GRAPHICS / 14'',1 14ADA05,Procesador no especificado
556,2000385223849,8GB,2021-09-30,719990,256 GB SSD,"DELL INSPIRON 15 3501 / INTEL® CORE™ I7 / 8GB RAM / 256GB SSD / INTEL IRIS XE / 15.6"" FHD",Inspiron 15 3501,Intel Core i7
557,2000382168440,12GB,2021-09-30,1199990,512 GB SSD,"HP PAVILION GAMING 16-A0004LA / INTEL® CORE™ I7 / 12GB RAM / 512GB SSD / NVIDIA GEFORCE RTX 2060 / 16.1"" / WINDOWS 10",16-A0004LA,Intel Core i7
558,2000383803371,4GB,2021-09-30,489990,256 GB SSD,"HP PAVILION X360 CONVERTIBLE 14-DY0002LA / INTEL® PENTIUM™GOLD / 4GB RAM / 256GB SSD / INTEL UHD GRAPHICS / 14""",PAVILION X360 CONVERTIBLE 14-DY0002LA,Intel Pentium
559,2000385472667,4GB,2021-09-30,509990,256 GB SSD,ACER SPIN 3 / AMD RYZEN™ 3 / 4GB RAM / 256GB SSD / AMD RADEON GRAPHICS / 14'' FHD,Spin 3,AMD Ryzen™ 3
560,2000384495032,8GB,2021-09-30,719990,512 GB SSD,"ASUS ZENBOOK 13 UM325SA / AMD RYZEN™ 5 / 8GB RAM / 512GB SSD / AMD RADEON GRAPHICS / 13.3"" OLED",UM325SA,AMD Ryzen™ 5
561,2000385545347,8GB,2021-09-30,779990,256 GB SSD,DELL INSPIRON 5310 / INTEL® CORE™ I5 / 8GB RAM / 256GB SSD / INTEL IRIS XE / 13.3'' FHD+,Inspiron 5310,Intel Core i5
562,2000385545354,8GB,2021-09-30,699990,512 GB SSD,DELL INSPIRON 5415 / AMD RYZEN™ 5 / 8GB RAM / 512GB SSD / AMD RADEON GRAPHICS / 14'' FHD,Inspiron 5415,AMD Ryzen™ 5
563,2000385749783,12GB,2021-09-30,539990,256 GB SSD,ACER ASPIRE 3 / AMD RYZEN™ 3 / 12GB RAM / 256GB SSD / AMD RADEON GRAPHICS / 14'' FHD,Aspire 3,AMD Ryzen™ 3
564,2000381517553,16GB,2021-09-30,1349990,512 GB SSD,"HP ZBOOK FIREFLY 14 G7 / INTEL® CORE™ I5 / 16GB RAM / 512GB SSD / NVIDIA QUADRO P520 / 14""",Zbook Firefly 14 G7,Intel Core i5
565,2000385924098,16GB,2021-09-30,1349990,512 GB SSD,ACER NITRO 5 / INTEL® CORE™ I7 / 16GB RAM / 512GB SSD / NVIDIA GEFORCE RTX 3050TI / 17.3'' FHD,Nitro 5,Intel Core i7
566,2000385116028,16GB,2021-09-30,1119990,1 TB SSD,"LENOVO IDEAPAD 5 PRO / INTEL® CORE™ I7 / 16GB RAM / 1TB SSD / NVIDIA GEFORCE MX450 / 16"" WQXGA",IDEAPAD 5 PRO,Intel Core i7
567,2000385847687,16GB,2021-09-30,859990,512 GB SSD,HP PAVILION LAPTOP 15-EH0011LA / AMD RYZEN™ 7 / 16GB RAM / 512GB SSD / AMD RADEON GRAPHICS / 15.6'' FHD,PAVILION LAPTOP 15-EH0011LA,AMD Ryzen™ 7
568,2000384564219,8GB,2021-09-30,679990,512 GB SSD,HUAWEI MATEBOOK D14 / INTEL® CORE™ I5 / 8GB RAM / 512GB SSD / INTEL UHD 620 / 14'',Matebook D14,Intel Core i5
569,2000385135586,8GB,2021-09-30,799990,512 GB SSD,"ASUS LAPTOP X415EA-EB067T / INTEL® CORE™ I7 / 8GB RAM / 512GB SSD / INTEL UHD GRAPHICS / 14"" FHD",X415EA-EB067T,Intel Core i7
570,2000380929722,8GB,2021-09-30,919990,256 GB SSD,"HP ENVY 13-BA1123LA / INTEL® CORE™ I5 / 24GB (16GB INTEL® OPTANE™ + 8GB RAM) /256GB SSD/INTEL IRIS XE/13.3"" / WINDOWS 10",13-BA1123LA,Intel Core i5
571,2000385900122,8GB,2021-09-30,779990,512 GB SSD,ASUS TUF GAMING F15 FX506LH / INTEL® CORE™ I5 / 8GB RAM / 512GB SSD / NVIDIA GEFORCE GTX 1650 / 15.6'' FHD,FX506LH-HN110T,Intel Core i5
572,2000385264774,16GB,2021-09-30,1549990,512 GB SSD,HP ZBOOK FIREFLY 14 G8 / INTEL® CORE™ I7 / 16GB RAM / 512GB SSD / NVIDIA T500 / 14'' FHD,Firefly,Intel Core i7
573,2000385847663,12GB,2021-09-30,999990,512 GB SSD,HP PAVILION GAMING LAPTOP - 15-EC1029LA / AMD RYZEN™ 7 / 12GB RAM / 512GB SSD / NVIDIA GEFORCE GTX 1650 TI / 15.6'' FHD,PAVILION GAMING LAPTOP - 15-EC1029LA,AMD Ryzen™ 7
574,2000385847625,8GB,2021-09-30,829990,512 GB SSD,HP PAVILION AERO LAPTOP 13-BE0501LA / AMD RYZEN™ 5 / 8GB RAM / 512GB SSD / AMD RADEON GRAPHICS / 13.3'',PAVILION AERO LAPTOP 13-BE0501LA,AMD Ryzen™ 5
575,2000385768548,16GB,2021-09-30,1099990,1 TB + 128 GB SSD,LENOVO LEGION 5 / AMD RYZEN™ 7 / 16GB RAM / 1TB + 128GB SSD / NVIDIA GEFORCE RTX 2060 / 15.6'' FHD,Legion 5,AMD Ryzen™ 7
576,2000385847670,8GB,2021-09-30,769990,512 GB SSD,HP PAVILION LAPTOP 15-EH0010LA / AMD RYZEN™ 7 / 8GB RAM / 512GB SSD / AMD RADEON GRAPHICS / 15.6'' FHD,PAVILION LAPTOP 15-EH0010LA,AMD Ryzen™ 7
577,2000383487335,8GB,2021-09-30,819990,256 GB SSD,"HP 15-DK1028LA / INTEL® CORE™ I5 / 24GB MEMORIA (16GB INTEL® OPTANE + 8GB RAM)/256GB SSD/NVIDIA GEFORCE GTX 1050/15.6"" FHD",15-DK1028LA,Intel Core i5
578,2000383668956,16GB,2021-09-30,1069990,512 GB SSD,HUAWEI MATEBOOK X / INTEL® CORE™ I5 / 16GB RAM / 512GB SSD / INTEL UHD GRAPHICS / 13'',MATEBOOK X,Intel Core i5
579,2000385223856,16GB,2021-09-30,919990,512 GB SSD,"DELL INSPIRON 14 7415 / AMD RYZEN™ 7 / 16GB RAM / 512GB SSD / AMD RADEON GRAPHICS / 14"" FHD",Inspiron 14 2-in-1 7415,AMD Ryzen™ 7
580,2000383032429,8GB,2021-09-30,979990,256 GB SSD,"MACBOOK AIR M1 / GPU 7C / 8GB RAM / 256GB SSD / 13.3""",Air M1,Procesador no especificado
581,2000383668970,16GB,2021-09-30,1499990,1 TB SSD,HUAWEI MATEBOOK X PRO / INTEL® CORE™ I7 / 16GB RAM / 1TB SSD / INTEL IRIS XE / 13.9'',MATEBOOK XPRO,Intel Core i7
582,2000380458338,12GB,2021-09-30,899990,512 GB SSD,"ACER NITRO 5 / INTEL® CORE™ I5 / 12GB RAM / 512GB SSD / NVIDIA GEFORCE GTX 1650 / 15.6""",Nitro 5,Intel Core i5
583,2000380207530,12GB,2021-09-30,829990,1 TB + 128 GB SSD,"ACER NITRO 5 AN515 / INTEL® CORE™ I5 / 12GB RAM / 1TB + 128GB SSD / NVIDIA GEFORCE GTX 1650 / 15.6""",Nitro 5 AN515,Intel Core i5
584,2000383032504,8GB,2021-09-30,1449990,512 GB SSD,MACBOOK PRO M1 / GPU 8C / 8GB RAM / 512GB SSD / 13.3”,Pro,Procesador no especificado
585,2000381884181,8GB,2021-09-30,569990,512 GB SSD,DELL INSPIRON 15 3505 / AMD RYZEN™ 5 / 8GB RAM / 512GB SSD / AMD RADEON VEGA 8 / 15.6” FHD,Inspiron 3505,AMD Ryzen™ 5
586,2000379361793,32GB,2021-09-30,2399990,1 TB SSD,"LENOVO LEGION 7I / INTEL® CORE™ I7 / 32GB RAM / 1TB SSD / NVIDIA GEFORCE RTX 2080 / 15.6"" FHD",Legion 7i,Intel Core i7
587,2000380373280,4GB,2021-09-30,269990,500 GB,LENOVO IDEAPAD S145 / AMD 3020E / 4GB RAM / 500GB / 14”,Ideapad S145,AMD 3000 Series
588,2000383185378,16GB,2021-09-30,949990,512 GB SSD,LENOVO YOGA SLIM 7I / INTEL® CORE™ I7 / 16GB RAM / 512GB SSD / INTEL IRIS XE / 14” FHD,Yoga Slim 7i,Intel Core i7
589,2000383568782,16GB,2021-09-30,1299990,512 GB SSD,"HP ZBOOK FIREFLY 15 G8 / INTEL® CORE™ I7 / 16GB RAM / 512GB SSD / NVIDIA T500 / 15.6"" FHD",ZBOOK FIREFLY 15 G8,Intel Core i7
590,2000381301718,8GB,2021-09-30,749990,256 GB SSD,"MSI MODERN 14 B10MW / INTEL® CORE™ I5 / 8GB RAM / 256GB SSD / INTEL UHD GRAPHICS 620 / 14"" FHD",MODERN 14 B10MW,Intel Core i5
591,2000379236244P,16GB,2021-09-30,1999990,1 TB SSD,"MACBOOK PRO RETINA TBAR / INTEL® CORE™ I5 / 16GB RAM / 1TB SSD / INTEL IRIS PLUS / 13.3""",Modelo no especificado,Intel Core i5
592,2000380358676,16GB,2021-09-30,1999990,1 TB SSD,"MACBOOK PRO T.BAR MWP52CI/A / INTEL® CORE™ I5 / 16GB RAM / 1TB SSD / INTEL IRIS PLUS / 13.3""",Pro T.BAR MWP52CI/A,Intel Core i5
593,2000383032450,8GB,2021-09-30,1199990,512 GB SSD,"MACBOOK AIR M1 / GPU 8C / 8GB RAM / 512GB SSD / 13.3""",Air M1,Procesador no especificado
594,2000379795598,8GB,2021-09-30,1149990,1 TB + 128 GB SSD,"LENOVO LEGION 5I / INTEL® CORE™ I7 / 8GB RAM / 1TB + 128GB SSD / NVIDIA GEFORCE GTX 1660 TI / 15.6"" FHD",Legion 5,Intel Core i7
595,2000383032467,8GB,2021-09-30,1199990,512 GB SSD,"MACBOOK AIR M1 / GPU 8C / 8GB RAM / 512GB SSD / 13.3""",Air M1,Procesador no especificado
596,2000383032481,8GB,2021-09-30,1249990,256 GB SSD,"MACBOOK PRO M1 / GPU 8C / 8GB RAM / 256GB SSD / 13.3""",Pro,Procesador no especificado
597,2000380358683,16GB,2021-09-30,2299990,512 GB SSD,"MACBOOK PRO T.BAR MWP42CI/A / INTEL® CORE™ I5 / 16GB RAM / 512GB SSD / INTEL IRIS PLUS / 13.3""",Pro,Intel Core i5
598,2000381708975,8GB,2021-09-30,749990,512 GB SSD,LENOVO YOGA SLIM 7I / INTEL® CORE™ I5 / 8GB RAM / 512GB SSD / INTEL IRIS XE / 14” FHD,Yoga Slim 7I,Intel Core i5
599,2000379361786,16GB,2021-09-30,1779990,512 GB SSD,"LENOVO LEGION 7I / INTEL® CORE™ I7 / 16GB RAM / 512GB SSD / NVIDIA GEFORCE RTX 2070 / 15.6"" FHD",Legion 7i,Intel Core i7
600,2000381884167,8GB,2021-09-30,869990,256 GB SSD,DELL VOSTRO 14 5402 / INTEL® CORE™ I7 / 8GB RAM / 256GB SSD / INTEL IRIS XE / 14” FHD,Vostro 14 5402,Intel Core i7
601,2000380555501,4GB,2021-09-30,299990,500 GB,"HP 240 G7 / INTEL® CELERON® / 4GB RAM / 500GB / INTEL UHD GRAPHICS 600 / 14""",240 G7,Intel Celeron
602,1456216,4GB,2021-09-30,399990,1 TB,NOTEBOOK HP 240 G7 INTEL CORE I3-1005G1/ 4GB/ RAM 1TB/ HDD 14'/ SIN SISTEMA OPERATIVO,151D5LT,Intel Core i3
603,MPM00011268588,4GB,2021-09-30,599990,256 GB,"NOTEBOOK LENOVO V14-IIL I5-1035G1, 4GB RAM, 256GB SSD, 14' HD, W10H",82C400E8CL,Intel Core i5
604,MPM00016126138,8GB,2021-09-30,389990,128 GB,ELITEBOOK HP G2 PROBOOK REACONDICIONADO 8GB RAM / 128GB SSD,G2 PROBOOK,No Aplica
605,MPM00017683602,4GB,2021-09-30,399990,500 GB,"NOTEBOOK HP 240 G7, 14', N4020, 4GB, 500GB, WIN10H",240 G7,Intel Celeron
606,2189012,16GB,2021-09-30,1019990,256 GB SSD,NOTEBOOK / LENOVO / THINKBOOK 13S GEN 2 / INTEL CORE I5 11VA GEN / 16GB RAM / 256GB SSD / WQXGA / 13'''' | GRIS,ThinkBook 13s,Intel Core i5
607,MPM00025071608,8GB,2021-09-30,1899990,Almacenamiento no especificado,HP ELITEBOOK X360 CONVERTIBLE 1040 G6 / INTEL CORE I5/ 8 GB RAM /512 SSD/14',X360,Procesador no especificado
608,MPM00026792204,4GB,2021-09-30,499990,1 TB,NOTEBOOK HP 240 G8 I3-1005G1 4GB 1TB WIN10H,2K2P2LT,Intel Core i3
609,2262895,8GB,2021-09-30,429990,1 TB,"NOTEBOOK HP 255 G7 AMD 3150U,8GB,1TB,15.6, SIN SISTEMA OPERATIVO.",255 G7,AMD Serie A
610,MPM00027722220,4GB,2021-09-30,399990,128 GB SSD,IDEAPAD 3 15.6' HD CORE I3 4GB RAM 128GB SSD - REACONDICIONADO,IdeaPad 3,Intel Core i3
611,2287321,4GB,2021-09-30,219990,32 GB SSD,NOTEBOOK LENOVO CHROMEBOOK N22 REACONDICIONADO NEGRO,N22,Intel Celeron
612,MPM00024726970,8GB,2021-09-30,499990,128 GB SSD,NOTEBOOK DELL 13.3' HD CORE I3 8GB RAM - REACONDICIONADO,Dell HD,Intel Core i3
613,MPM00023468284,Memoria Ram no especificada,2021-09-30,339990,Almacenamiento no especificado,HP 14-FQ0013DX ATHLON 4GB DDR4 128GB SSD,Hp laptop,Procesador no especificado
614,MPM00023468202,Memoria Ram no especificada,2021-09-30,299990,Almacenamiento no especificado,ELITEBOOK HP STREAM 14' REACONDICIONADO /CELERON N4000,Notebook,Procesador no especificado
615,MPM00023468520,Memoria Ram no especificada,2021-09-30,449990,Almacenamiento no especificado,HP LAPTOP 14-DQ1043CL INTEL CORE I3-1005G1 8GB DDR4,HP Laptop 14-dq1043cl Intel Core i3-1005G1 1.2GHz 4MB 8GB DDR4-2666,Procesador no especificado
616,MPM00023683188,8GB,2021-09-30,339990,256 GB SSD,"NOTEBOOK CHUWI HEROBOOK PRO INTEL N4020/ 8GB/ 256GB SSD/14,1'/W10",Herobook Pro,Intel Celeron
617,2189014,Memoria Ram no especificada,2021-09-30,3319990,Almacenamiento no especificado,NOTEBOOK / LENOVO / THINKPAD X1 FOLD / INTEL CORE I5 NON-VPRO / 8GB RAM / 512GB SSD / QXGA / 13'',"ThinkPad X1 Fold (13.3”, Intel)",Procesador no especificado
618,2263578,4GB,2021-09-30,529990,1 TB SSD,"NOTEBOOK DELL VOSTRO 3401 I3 1005G1, RAM 4GB, DISCO 1TB, 14' WIN10H",MP9FD,Intel Core i3
619,2267378,4GB,2021-09-30,427990,1 TB,"NOTEBOOK DELL VOSTRO 3401, I3 1005G1, RAM 4GB, 1TB HDD, 14 HD, SIN SISTEMA OPERATIVO",HPXY3,Intel Core i3
620,MPM00028110872,Memoria Ram no especificada,2021-09-30,499000,Almacenamiento no especificado,NOTEBOOK LENOVO THINKPAD T440P 14' INTEL CORE I7 8GB 500GB WIN10 REACONDICIONADO GRADO A,ThinkPad T440p,Procesador no especificado
621,MPM00028300878,8GB,2021-09-30,499000,500 GB,NOTEBOOK HP ELITEBOOK 640 G2 14” INTEL CORE I5 8GB 500GB WEBCAM WINDOWS 10 PRO REACONDICIONADO GRADO A,EliteBook 640 G2,Intel Core i5
622,1844048,8GB,2021-09-30,690900,1 TB,NOTEBOOK HP 240 I5-1035 8GB 1TB WIN10P,151D9LT-M,Intel Core i5
623,1844057,4GB,2021-09-30,499990,1 TB,NOTEBOOK HP 240 G7 I3-1005G1 4GB 1TB WIN10HOME,151D5LT-WH,Intel Core i3
624,1847732,8GB,2021-09-30,999999,256 GB,NOTEBOOK ASUS B2 B2451FA-EK0343R I5 256GB 8GB W10P,90NX02N1-M04410,Intel Core i5
625,MPM00019004570,Memoria Ram no especificada,2021-09-30,549990,Almacenamiento no especificado,"NOTEBOOK DELL VOSTRO 3401 I3 1005G1, RAM 4GB, DISCO 1TB, 14' WIN10H",MP9FD,Procesador no especificado
626,1922782,8GB,2021-09-30,609990,256 GB,"NOTEBOOK DELL VOSTRO 3400, I5 1135G7, RAM 8GB, SSD 256, SIN SISTEMA OPERATIVO. 14 FHD",V28YR,Intel Core i5
627,MPM00021063628,Memoria Ram no especificada,2021-09-30,599000,Almacenamiento no especificado,NOTEBOOK HP PROBOOK 650 G2 15.6” INTEL CORE I5 8GB 256GB SSD WEBCAM WINDOWS 10 PRO REACONDICIONADO GRADO A,650 G2,Procesador no especificado
628,MPM00021006923,Memoria Ram no especificada,2021-09-30,399990,Almacenamiento no especificado,"NOTEBOOK HP 250 G7 I3-1005G1, 4GB,1TB, 15.6, SIN SISTEMA OPERATIVO",250 g7,Procesador no especificado
629,2079713,6GB,2021-09-30,299990,128 GB SSD,"NOTEBOOK CHUWI 2 EN 1 TOUCH HI10X, CELERON, 6GB RAM, 128GB EMMC,10.1, W10H | CHUWI",Hi10 X,Intel Celeron
630,MPM00022052212,8GB,2021-09-30,429990,256 GB SSD,NOTEBOOK CHUWI COREBOOK PRO INTEL I3-6157U/ 8GB RAM / 256GB SSD/ 13'/ W10H,CoreBookPro,Intel Core i3
631,MPM00015078940,4GB,2021-09-30,529990,256 GB,"NOTEBOOK LENOVO V14-IIL I5-1035G1,RAM 4 GB,256GB SSD, 14'HD SIN SISTEMA OPERATIVO",82C400ECCL,Intel Core i5
632,MPM00014616720,16GB,2021-09-30,3019990,1 TB,NOTEBOOKS ASUS B9450FA-BM0198R I7-10510U 1TB PCIE G3X4 SSD+TPM 16GB 14IN W10 PRO,ASUS B9450FA,Intel Core i7
633,MPM00014616742,16GB,2021-09-30,2010990,512 GB,NOTEBOOKS ASUS A434FAC-A5182R I7-10510U 512G PCIE G3X2 SSD+TPM 16GB 14IN W10 PRO,ASUS A434FAC-A5182R,Intel Core i7
634,MPM00014616852,8GB,2021-09-30,1427990,512 GB,NOTEBOOKS ASUS P5440FA-BM0897R I5-8265U 512G PCIE G3X2 SSD+TPM 8GB 14IN W10 PRO,NOTEBOOKS ASUS P5440FA-BM0897R,Intel Core i5
635,MPM00014617070,8GB,2021-09-30,1514990,512 GB,NOTEBOOKS LENOVO T490 I5-10210 8GB DDR4 512GB SSD W10P,lenovo T490,Intel Core i5
636,MPM00014617128,8GB,2021-09-30,1765990,512 GB,NOTEBOOKS LENOVO X390 I5-10210U 8GB DDR4 512GB SSD W10P,Lenovo X390,Intel Core i5
637,MPM00014617184,8GB,2021-09-30,1470990,512 GB,NOTEBOOKS LENOVO X395 RYZEN 5 3500U 8GB 512SSD W10P+ADP,Lenovo X395,AMD Ryzen™ 5
638,MPM00014617368,16GB,2021-09-30,3067990,1 TB,NOTEBOOKS LENOVO X1 CARBON I7-8565U 16GB DDR4 1TBSSD W10P,Lenovo X1 Carbon,Intel Core i7
639,MPM00014617274,8GB,2021-09-30,1627990,1 TB,NOTEBOOKS LENOVO X390 I5-8265U 8G 1TB SSD W10P,Lenovo X390,Intel Core i5
640,MPM00014617344,16GB,2021-09-30,2932990,512 GB,NOTEBOOKS LENOVO X1 CARBON I7-10510U 16GB 512GB SSD W10P+ ADP,Lenovo X1 Carbon,Intel Core i7
641,MPM00014617414,8GB,2021-09-30,1979990,256 GB,NOTEBOOKS DELL LATITUDE 7400 I7-8665U 8GB 256GB SSD WIN10PRO 3YR PROSUPPORT,DELL LATITUDE 7400,Intel Core i7
642,1736466,4GB,2021-09-30,279990,500 GB,LAPTOP HP 240 G7 CELERON N4020 4GB RAM 500 GB 14 HD SIN SISTEMA OPERATIVO,1D0F9LT,Intel Celeron
643,MPM00025578952,Memoria Ram no especificada,2021-09-30,355990,Almacenamiento no especificado,"NOTEBOOK HP 240 G7 INTEL CELERON N4020 - 4GB RAM, 500GB HDD, FREEDOS",1D0F9LT#ABM,Procesador no especificado
644,MPM00026108518,Memoria Ram no especificada,2021-09-30,988990,Almacenamiento no especificado,NOTEBOOK ASUS EXPERTBOOK B2451FA-EB1422R,B2451FA-EB1422R,Procesador no especificado
645,MPM00026108578,Memoria Ram no especificada,2021-09-30,899990,Almacenamiento no especificado,NOTEBOOK ASUS EXPERTBOOK P2451FA-EK0343R,B2451FA-EK0343R,Procesador no especificado
646,MPM00026115000,16GB,2021-09-30,1599989,512 GB,LENOVO NOTEBOOK WS P43S CORE 17 8665U 16GB 512GB SSD M.2,ThinkPad P43s,Intel Core i7
647,2234474,Memoria Ram no especificada,2021-09-30,599990,Almacenamiento no especificado,HP 348 NOTEBOOK G7 I3-10110U 1TB 8GB W10H 14´´,2E4U1LT-M,Procesador no especificado
648,2234472,8GB,2021-09-30,539000,1 TB,NOTEBOOK HP 240 G8 I3-1005 8GB 1TB WIN10H,2K2P2LT-M,Intel Core i3
649,2234475,4GB,2021-09-30,299990,500 GB,NOTEBOK HP 240 CELERON N4020 4GB 500GB SIN SISTEMA OPERATIVO,1D0F9LT,Intel Celeron
650,MPM00022052212,8GB,2021-09-30,429990,256 GB SSD,NOTEBOOK CHUWI COREBOOK PRO INTEL I3-6157U/ 8GB RAM / 256GB SSD/ 13'/ W10H,CoreBookPro,Intel Core i3
651,MPM00023468284,Memoria Ram no especificada,2021-09-30,339990,Almacenamiento no especificado,HP 14-FQ0013DX ATHLON 4GB DDR4 128GB SSD,Hp laptop,Procesador no especificado
652,MPM00023468202,Memoria Ram no especificada,2021-09-30,299990,Almacenamiento no especificado,ELITEBOOK HP STREAM 14' REACONDICIONADO /CELERON N4000,Notebook,Procesador no especificado
653,2152964,8GB,2021-09-30,669900,256 GB,NOTEBOOK HP 245 G7 RYZEN 5-3500 8GB 256GB WIN10P,1V4E3LT,AMD Ryzen
654,2174523,8GB,2021-09-30,599990,1 TB,NOTEBOOK DELL VOSTRO 3400 I3-1120G4 8GB 1TB W10PRO 14´´,6HP6V,Intel Core i3
655,2174525,8GB,2021-09-30,834900,256 GB,HP PROBOOK 445 G7 AMD RYZEN 7-4700U 8GB 256GB W10PRO,153P0LT,AMD Ryzen
656,2174524,8GB,2021-09-30,749900,1 TB,NOTEBOOK DELL LATITUDE 3410 I5-10210U 8GB 1TB W10PRO,GCC78,Intel Core i5
657,MPM00024724458,4GB,2021-09-30,539990,Almacenamiento no especificado,NOTEBOOK DELL LATITUDE 7480 14' CORE I5 - REACONDICIONADO,Latitude 7480,Procesador no especificado
658,2189012,16GB,2021-09-30,1019990,256 GB SSD,NOTEBOOK / LENOVO / THINKBOOK 13S GEN 2 / INTEL CORE I5 11VA GEN / 16GB RAM / 256GB SSD / WQXGA / 13'''' | GRIS,ThinkBook 13s,Intel Core i5
659,2205056,Memoria Ram no especificada,2021-09-30,355990,Almacenamiento no especificado,"NOTEBOOK ASUS E410MA BV037T INTEL CELERON N4020 14¿ – 4GB, 64GB EMMC",E410MA BV037T,Procesador no especificado
660,2202614,4GB,2021-09-30,339990,128 GB,"NOTEBOOK DYNABOOK TECRA A40 G1400, INTEL CELERON 5205U/ 4GB RAM/ 128GB SSD/ 14'/ W10P",TECRAA40G,Intel Celeron
661,MPM00025910520,4MB,2021-09-30,226990,64 GB,"NOTEBOOK LENOVO 100E /AMD/4GB/64GB/11,6'",100e,AMD Serie A
662,2234477,Memoria Ram no especificada,2021-09-30,564900,Almacenamiento no especificado,NOTEBOOK HP 348 G7 I3-10110U 1TB 4GB W10HOME 14´´,2E4U1LT,Procesador no especificado
663,2234473,8GB,2021-09-30,349900,500 GB,HP 240 G7 CELERON N4020 8GB 500GB SIN SISTEMA OPERATIVO,1D0F9LT-M,Intel Celeron
664,MPM00026792204,4GB,2021-09-30,499990,1 TB,NOTEBOOK HP 240 G8 I3-1005G1 4GB 1TB WIN10H,2K2P2LT,Intel Core i3
665,MPM00026886020,8GB,2021-09-30,899990,Almacenamiento no especificado,"HP NOTEBOOK PAVILION GAMING / AMD RYZEN™ 5 / 8GB RAM / 256GB SSD / NVIDIA® GEFORCE® GTX 1650 /15,6'",15-EC1026LA,Procesador no especificado
666,MPM00027028366,8GB,2021-09-30,899990,256 GB SSD,"NOTEBOOK HP PROBOOK 445 G7 AMD RYZEN 5 14 8GB RAM, 256GB SSD, WIN10PRO",153N9LT,AMD Ryzen™ 5
667,2262895,8GB,2021-09-30,429990,1 TB,"NOTEBOOK HP 255 G7 AMD 3150U,8GB,1TB,15.6, SIN SISTEMA OPERATIVO.",255 G7,AMD Serie A
668,2267832,Memoria Ram no especificada,2021-09-30,459990,Almacenamiento no especificado,NOTEBOOK HP G7 240 INTEL I3-1005G1/1TB/ FREE DOS 14',I3-1005G1,Procesador no especificado
669,MPM00027415632,Memoria Ram no especificada,2021-09-30,399990,Almacenamiento no especificado,NOTEBOOK HP 240 G8 INTEL CORE I3-1005G1/ 4GB/ 1TB/ 14'/ W10H,Modelo no especificado,Procesador no especificado
670,2321495,16GB,2021-09-30,1910990,1 TB SSD,NOTEBOOK DELL LATITUDE 7320 2IN1 13.3” TOUCH I7-1165G7 16GB 1TB SSD W10PRO GARANTÍA 3 AÑOS PROSUPPORT PLUS,Latitude 7320 2in1,Intel Core i7
671,2263578,4GB,2021-09-30,529990,1 TB SSD,"NOTEBOOK DELL VOSTRO 3401 I3 1005G1, RAM 4GB, DISCO 1TB, 14' WIN10H",MP9FD,Intel Core i3
672,2266073,4GB,2021-09-30,499990,1 TB,"NOTEBOOK HP 240 G7, INTEL CORE I5 8265U, RAM 4GB, 1TB, DH 14.0, SIN SISTEMA OPERATIVO",6MF23LT,Intel Core i5
673,2265512,4GB,2021-09-30,439990,1 TB,"NOTEBOOK DELL INSPIRON 3493 DE 14, I3 1005G1, 4GB RAM, 1TB HDD,SIN SITEMA OPERATIVO",Dell Inspiron 3493,Intel Core i3
674,2265822,4GB,2021-09-30,399990,1 TB,"NOTEBOOK HP 240 G7 INTEL CORE I3 1005G1, 4GB RAM, 1TB, 14 HD, W10",151D6LT,Intel Core i3
675,MPM00027722220,4GB,2021-09-30,399990,128 GB SSD,IDEAPAD 3 15.6' HD CORE I3 4GB RAM 128GB SSD - REACONDICIONADO,IdeaPad 3,Intel Core i3
676,2275485,8GB,2021-09-30,859990,256 GB,"NOTEBOOK LENOVO L340, CORE I5-9300, 8GB, 256GB SSD, WIN 10, 15.6",L340,Intel Core i5
677,2283799,Memoria Ram no especificada,2021-09-30,219990,Almacenamiento no especificado,NOTEBOOK ASUS CHROMEBOOK C200 REACONDICIONADO,C200,Procesador no especificado
678,MPM00028110872,Memoria Ram no especificada,2021-09-30,499000,Almacenamiento no especificado,NOTEBOOK LENOVO THINKPAD T440P 14' INTEL CORE I7 8GB 500GB WIN10 REACONDICIONADO GRADO A,ThinkPad T440p,Procesador no especificado
